epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
100,45178.5,0.53389,0.31974,0.86996,0.90512,0.71647,0.74778,0.59748,0.89827,1.19818,0.65756,0.000380874,0.000380874,0.000380874
101,45651.6,0.51584,0.3073,0.86739,0.91588,0.70351,0.72809,0.58286,0.89381,1.22689,0.65607,0.000367968,0.000367968,0.000367968
102,46139,0.49516,0.3088,0.85412,0.89729,0.71319,0.7435,0.60213,0.88272,1.19729,0.6531,0.000355216,0.000355216,0.000355216
103,46483.5,0.50955,0.31097,0.8584,0.92193,0.76133,0.81002,0.65513,0.86119,1.11755,0.64785,0.000342625,0.000342625,0.000342625
104,46929.3,0.50502,0.2939,0.84973,0.92631,0.68344,0.75075,0.60813,0.87108,1.17131,0.64992,0.000330201,0.000330201,0.000330201
105,47337.8,0.51036,0.30101,0.85744,0.92006,0.78615,0.83416,0.68168,0.87363,1.19428,0.64961,0.000317948,0.000317948,0.000317948
106,47883.5,0.50981,0.31036,0.84637,0.92315,0.75876,0.82588,0.67006,0.8653,1.12954,0.64862,0.000305872,0.000305872,0.000305872
107,48311.9,0.50695,0.2983,0.85403,0.87705,0.68938,0.73381,0.5965,0.86802,1.11195,0.65026,0.000293979,0.000293979,0.000293979
108,48845.4,0.51525,0.31396,0.86465,0.91524,0.70649,0.76846,0.6165,0.88454,1.16775,0.65442,0.000282273,0.000282273,0.000282273
109,49318,0.52314,0.31267,0.85838,0.87968,0.70944,0.74528,0.59851,0.87875,1.19092,0.65151,0.00027076,0.00027076,0.00027076
110,49750.5,0.48193,0.28884,0.84637,0.89225,0.7283,0.75838,0.61362,0.87017,1.15967,0.65025,0.000259445,0.000259445,0.000259445
111,50241.7,0.48899,0.28593,0.84786,0.87952,0.72368,0.75689,0.61376,0.87992,1.20611,0.65192,0.000248332,0.000248332,0.000248332
112,50725.9,0.50512,0.30593,0.8616,0.86345,0.71534,0.73835,0.60143,0.88163,1.20698,0.65274,0.000237427,0.000237427,0.000237427
113,51232.2,0.49755,0.29868,0.84865,0.88593,0.74459,0.78032,0.63202,0.87173,1.14914,0.65053,0.000226735,0.000226735,0.000226735
114,51693.2,0.49508,0.30345,0.86089,0.9133,0.69005,0.74295,0.60264,0.85314,1.06601,0.6466,0.000216259,0.000216259,0.000216259
